;number;layer;TECHPUBLAYERNAME;uuid
475;476;ch.blw.bodeneignung-wasserspeichervermoegen (Wasserspeichervermögen);ch.blw.bodeneignung-wasserspeichervermoegen;6caf4d0f-52da-433a-809f-92781316ad0e
476;477;ch.blw.erosion (Erosionsrisiko Acker qualitativ);ch.blw.erosion;02210bb3-1c51-4c2c-a665-a696286b945c
477;478;ch.blw.erosion-fliesswegkarte (Fliesswegkarte);ch.blw.erosion-fliesswegkarte;c3469d7a-9d43-4873-af2a-bd5cc230a958
478;479;ch.blw.erosion-quantitativ (Erosionsrisiko Acker quantitativ);ch.blw.erosion-quantitativ;14c92382-adf0-45d9-ad07-d41bd976c2a3
479;480;ch.blw.feldblockkarte (Feldblockkarte);ch.blw.feldblockkarte;9d673266-aed0-46f3-a536-4eb7d57582e9
480;481;ch.blw.gewaesseranschlusskarte (Gewässeranschluss);ch.blw.gewaesseranschlusskarte;77c1fecd-d698-442f-b957-65664297b26d
481;482;ch.blw.gewaesseranschlusskarte-direkt (Gewässeranschluss erweitert);ch.blw.gewaesseranschlusskarte-direkt;f03ce6ec-d927-4171-88a4-2369a75d4685
482;483;ch.blw.hang_steillagen (Hanglagen);ch.blw.hang_steillagen;689dcf53-f025-4ea2-890a-dfcebca5812f
483;484;ch.blw.klimaeignung-futterbau (Klimaeignung Futterbau);ch.blw.klimaeignung-futterbau;4f01b7dd-a576-45ee-9158-82789334c577
484;485;ch.blw.klimaeignung-getreidebau (Klimaeignung Getreidebau);ch.blw.klimaeignung-getreidebau;04aa6587-d884-4c20-87a3-ff537e6d2626
485;486;ch.blw.klimaeignung-kartoffeln (Klimaeignung Kartoffeln);ch.blw.klimaeignung-kartoffeln;859f26d4-f820-4b1f-bad4-44e88bae59a6
486;487;ch.blw.klimaeignung-koernermais (Klimaeignung Körnermais);ch.blw.klimaeignung-koernermais;aaa31b34-09da-4944-b43e-fb1b21cc6f96
487;488;ch.blw.klimaeignung-kulturland (Klimaeignung Kulturland);ch.blw.klimaeignung-kulturland;8148d26b-7aae-48b1-8c02-a391c33f59a7
488;489;ch.blw.klimaeignung-spezialkulturen (Klimaeignung Spezialkulturen);ch.blw.klimaeignung-spezialkulturen;fe7c18e2-87d3-464f-a22e-7cc03e61d480
489;490;ch.blw.klimaeignung-typ (Klimaeignung Übersicht);ch.blw.klimaeignung-typ;f743a51c-7487-46a5-af16-5bf031edc417
490;491;ch.blw.klimaeignung-zwischenfruchtbau (Klimaeignung Zwischenfruchtbau);ch.blw.klimaeignung-zwischenfruchtbau;17b0f989-a79e-4837-b5a2-cf38c23a662c
491;492;ch.blw.landwirtschaftliche-zonengrenzen (Landwirtschaftliche Zonengrenzen);ch.blw.landwirtschaftliche-zonengrenzen;6e4544bc-55f4-4aef-b36a-e36fe376eaf8
492;493;ch.blw.niederschlagshaushalt (Niederschlagshaushalt);ch.blw.niederschlagshaushalt;0335f9f0-b0b1-4925-9c9d-d530ed2dd1cf
493;494;ch.blw.steil_terrassenlagen_rebbau (Rebflächen in Hanglagen);ch.blw.steil_terrassenlagen_rebbau;c3e162d0-512b-4baa-ae0f-0d4bd7418ad7
494;495;ch.blw.ursprungsbezeichnungen-fleisch (GGA Fleischware);ch.blw.ursprungsbezeichnungen-fleisch;d8a34a75-b1c3-4387-8b03-63dd150f529b
495;496;ch.blw.ursprungsbezeichnungen-kaese (GUB Käse);ch.blw.ursprungsbezeichnungen-kaese;2109a970-681d-4efb-9fd5-6f7da5ae0e14
496;497;ch.blw.ursprungsbezeichnungen-konditoreiwaren (GGA Konditoreiware);ch.blw.ursprungsbezeichnungen-konditoreiwaren;0652c964-e9d5-4c4a-8efe-5043f48b457f
497;498;ch.blw.ursprungsbezeichnungen-pflanzen (GUB Pflanzliche Produkte);ch.blw.ursprungsbezeichnungen-pflanzen;199c9078-9da7-4a77-b811-b342adc2a116
498;499;ch.blw.ursprungsbezeichnungen-spirituosen (GUB Spirituosen);ch.blw.ursprungsbezeichnungen-spirituosen;bc34236a-ffe9-40af-9eae-d2cf1e0e96e6
499;500;ch.ensi.zonenplan-notfallschutz-kernanlagen (Zonenpläne für den Notfallschutz);ch.ensi.zonenplan-notfallschutz-kernanlagen;60e40dd3-a00b-4b34-a9c6-8813f21711b9
500;501;ch.kantone.cadastralwebmap-farbe (CadastralWebMap);ch.kantone.cadastralwebmap-farbe;cf93dfb6-ffff-43ce-bd9b-271baba2d217
501;502;ch.meteoschweiz.hagelgefaehrdung-korngroesse_10_jahre (Hagelgefährdung (Korngrösse), 10 Jahre);ch.meteoschweiz.hagelgefaehrdung-korngroesse_10_jahre;57bfd8dd-5385-4bab-956d-3757d53027f5
502;503;ch.meteoschweiz.hagelgefaehrdung-korngroesse_20_jahre (Hagelgefährdung (Korngrösse), 20 Jahre);ch.meteoschweiz.hagelgefaehrdung-korngroesse_20_jahre;ef2ec7f4-0c37-4fa0-8794-aac151342ed2
503;504;ch.meteoschweiz.hagelgefaehrdung-korngroesse_50_jahre (Hagelgefährdung (Korngrösse), 50 Jahre);ch.meteoschweiz.hagelgefaehrdung-korngroesse_50_jahre;6a87d3b6-aec7-4905-94b9-894fb20bb6af
504;505;ch.meteoschweiz.klimanormwerte-niederschlag_1961_1990 (Niederschlag 1961-1990 (Klimanormwerte));ch.meteoschweiz.klimanormwerte-niederschlag_1961_1990;4b9ddc34-69b3-49a0-bdb9-5f9ed053030a
505;506;ch.meteoschweiz.klimanormwerte-niederschlag_aktuelle_periode (Niederschlag 1981-2010 (Klimanormwerte));ch.meteoschweiz.klimanormwerte-niederschlag_aktuelle_periode;fe2ed6a2-f08d-4d23-8fc1-807c445e7934
506;507;ch.meteoschweiz.klimanormwerte-sonnenscheindauer_1961_1990 (Sonnenscheindauer 1961-1990 (Klimanormwerte));ch.meteoschweiz.klimanormwerte-sonnenscheindauer_1961_1990;e7873de9-c1dc-4ded-a417-2c4dc2d839fc
507;508;ch.meteoschweiz.klimanormwerte-sonnenscheindauer_aktuelle_periode (Sonnenscheindauer 1981-2010 (Klimanormwerte));ch.meteoschweiz.klimanormwerte-sonnenscheindauer_aktuelle_periode;d77b8012-0b88-40f2-94a9-60b0a4ea9d38
508;509;ch.meteoschweiz.klimanormwerte-temperatur_1961_1990 (Temperatur 1961-1990 (Klimanormwerte));ch.meteoschweiz.klimanormwerte-temperatur_1961_1990;1549b018-f8f0-4a56-bd17-c8a4377afe58
509;510;ch.meteoschweiz.klimanormwerte-temperatur_aktuelle_periode (Temperatur 1981-2010 (Klimanormwerte));ch.meteoschweiz.klimanormwerte-temperatur_aktuelle_periode;68adbf85-b4b1-4ce6-9c1c-e7b895d885ec
510;511;ch.meteoschweiz.messnetz-atmosphaere (Atmosphärenstationen);ch.meteoschweiz.messnetz-atmosphaere;8a1f0d78-5415-4b25-ac08-f4c8d632af39
511;512;ch.meteoschweiz.messnetz-automatisch (Automatische Wetterstationen);ch.meteoschweiz.messnetz-automatisch;d9ea83de-b8d7-44e1-a7e3-3065699eb571
512;513;ch.meteoschweiz.messnetz-beobachtungen (Meteorologische Beobachtungen);ch.meteoschweiz.messnetz-beobachtungen;bb2c81cc-0f41-4bd0-919e-c7671e27cd12
513;514;ch.meteoschweiz.messnetz-flugwetter (Flugplatzstationen);ch.meteoschweiz.messnetz-flugwetter;7a069711-0dbf-45c4-9b43-60b66d407e74
514;515;ch.meteoschweiz.messnetz-klima (Klimastationen);ch.meteoschweiz.messnetz-klima;7868ec31-74fc-48ca-94bf-62237c4800a8
515;516;ch.meteoschweiz.messnetz-manuell (Manuelle Niederschlagsmessstationen);ch.meteoschweiz.messnetz-manuell;f83b7866-de32-41a7-a398-c5b8908b8853
516;517;ch.meteoschweiz.messnetz-partner (MeteoSchweiz-Partnerstationen);ch.meteoschweiz.messnetz-partner;34dfcd14-f8d2-4bcb-94d4-1de4b0af3021
517;518;ch.meteoschweiz.messnetz-phaenologie (Phänologische Beobachtungen);ch.meteoschweiz.messnetz-phaenologie;92f068d0-568b-4416-acbb-ee9e295463ce
518;519;ch.meteoschweiz.messnetz-pollen (Pollenstationen);ch.meteoschweiz.messnetz-pollen;c75ed269-5961-4b0e-bea8-9c64c34d84ee
519;520;ch.meteoschweiz.messnetz-webcams (Wetterkameras);ch.meteoschweiz.messnetz-webcams;d3fb5971-b21b-433f-aa27-2fa8adb76248
520;521;ch.meteoschweiz.messwerte-foehn-10min (Föhnindex, 10 min);ch.meteoschweiz.messwerte-foehn-10min;8d15939e-b489-467f-8a76-cbf7abb0ada9
521;522;ch.meteoschweiz.messwerte-gesamtschnee-1d (Schneehöhe);ch.meteoschweiz.messwerte-gesamtschnee-1d;d460972c-273f-4404-8221-1ccb6ac351ce
522;523;ch.meteoschweiz.messwerte-globalstrahlung-10min (Globalstrahlung, 10 min);ch.meteoschweiz.messwerte-globalstrahlung-10min;4865107d-fc3a-4ee7-9532-78e54b3404e8
523;524;ch.meteoschweiz.messwerte-globalstrahlung-1d (Globalstrahlung, 1 Tag);ch.meteoschweiz.messwerte-globalstrahlung-1d;f2c74c64-5bb3-48b3-8836-eab4a2dae47c
524;525;ch.meteoschweiz.messwerte-luftdruck-700hpa-flaeche-10min (Geopotentielle Höhe 700 hPa, 10 min);ch.meteoschweiz.messwerte-luftdruck-700hpa-flaeche-10min;800943fd-596a-458c-a570-1c1137451d5f
525;526;ch.meteoschweiz.messwerte-luftdruck-850hpa-flaeche-10min (Geopotentielle Höhe 850 hPa, 10 min);ch.meteoschweiz.messwerte-luftdruck-850hpa-flaeche-10min;479d53c8-bc50-42d0-a50a-1e6b466f0e08
526;527;ch.meteoschweiz.messwerte-luftdruck-differenz-3h (Luftdruckänderung, 3 h);ch.meteoschweiz.messwerte-luftdruck-differenz-3h;e81f13db-cdf9-4711-ab31-9847b003851b
527;528;ch.meteoschweiz.messwerte-luftdruck-qfe-10min (Luftdruck QFE, 10 min);ch.meteoschweiz.messwerte-luftdruck-qfe-10min;e6ac5527-5447-4c24-a39b-1b248c65992f
528;529;ch.meteoschweiz.messwerte-luftdruck-qff-10min (Luftdruck reduziert QFF, 10 min);ch.meteoschweiz.messwerte-luftdruck-qff-10min;4d0b133f-8225-4ff9-914d-961f8f6e91a6
529;530;ch.meteoschweiz.messwerte-luftdruck-qnh-10min (Luftdruck reduziert QNH, 10 min);ch.meteoschweiz.messwerte-luftdruck-qnh-10min;8af9396d-a199-416d-883f-9763f3fdf16a
530;531;ch.meteoschweiz.messwerte-luftfeuchtigkeit-10min (Luftfeuchtigkeit, 10 min);ch.meteoschweiz.messwerte-luftfeuchtigkeit-10min;27555e51-199b-431c-bffe-8e7b58faff4f
531;532;ch.meteoschweiz.messwerte-lufttemperatur-10min (Temperatur 2 m, 10 min);ch.meteoschweiz.messwerte-lufttemperatur-10min;3df8ca1c-70ec-4b7c-89b1-413e89dbb15b
532;533;ch.meteoschweiz.messwerte-lufttemperatur-24h-max-1h (Temperatur 2 m, Max. heute);ch.meteoschweiz.messwerte-lufttemperatur-24h-max-1h;59e85269-6b7d-47ad-96f6-e19149df10f8
533;534;ch.meteoschweiz.messwerte-lufttemperatur-24h-min-1h (Temperatur 2 m, Min. heute);ch.meteoschweiz.messwerte-lufttemperatur-24h-min-1h;40f040da-c19b-4dc4-b798-f672de872f7a
534;535;ch.meteoschweiz.messwerte-neuschnee-1d (Neuschnee, 1 Tag);ch.meteoschweiz.messwerte-neuschnee-1d;8a0cf1c7-b42e-44c9-957a-f944d7e951c8
535;536;ch.meteoschweiz.messwerte-neuschnee-2d (Neuschnee, 2 Tage);ch.meteoschweiz.messwerte-neuschnee-2d;df711c72-1335-4485-8936-5dec4573a383
536;537;ch.meteoschweiz.messwerte-neuschnee-3d (Neuschnee, 3 Tage);ch.meteoschweiz.messwerte-neuschnee-3d;91424c0d-4196-4a63-a9be-8e2c71c80fa1
537;538;ch.meteoschweiz.messwerte-niederschlag-10min (Niederschlagsumme, 10 min);ch.meteoschweiz.messwerte-niederschlag-10min;70a66635-768f-40d1-8370-65734a1060e7
538;539;ch.meteoschweiz.messwerte-niederschlag-1d (Niederschlagsumme, 1 Tag);ch.meteoschweiz.messwerte-niederschlag-1d;70498706-eba2-4621-8c4c-91a4a98801ed
539;540;ch.meteoschweiz.messwerte-niederschlag-1h (Niederschlagsumme, 1 h);ch.meteoschweiz.messwerte-niederschlag-1h;8f3eb01b-9368-4400-8c39-68ec0221f029
540;541;ch.meteoschweiz.messwerte-niederschlag-24h (Niederschlagsumme, 24 h);ch.meteoschweiz.messwerte-niederschlag-24h;212d2b23-6f58-437b-8748-cfc88794085c
541;542;ch.meteoschweiz.messwerte-niederschlag-48h (Niederschlagsumme, 48 h);ch.meteoschweiz.messwerte-niederschlag-48h;83a919bf-530b-4d2b-9a53-69d579eb693c
542;543;ch.meteoschweiz.messwerte-niederschlag-72h (Niederschlagsumme, 72 h);ch.meteoschweiz.messwerte-niederschlag-72h;d64e63e2-41b7-4f4c-9a72-5f239e4001f3
543;544;ch.meteoschweiz.messwerte-pollen-birke-1h (Pollen Birke, 1 h);ch.meteoschweiz.messwerte-pollen-birke-1h;9ae60982-115e-4a52-b7a8-4d963b1dfc7b
544;545;ch.meteoschweiz.messwerte-pollen-buche-1h (Pollen Buche, 1 h);ch.meteoschweiz.messwerte-pollen-buche-1h;13237b0e-5078-4fb1-9c41-f694ef5704fb
545;546;ch.meteoschweiz.messwerte-pollen-eiche-1h (Pollen Eiche, 1 h);ch.meteoschweiz.messwerte-pollen-eiche-1h;78a41177-6125-4f11-ac8b-4ec6166dad70
546;547;ch.meteoschweiz.messwerte-pollen-erle-1h (Pollen Erle, 1 h);ch.meteoschweiz.messwerte-pollen-erle-1h;012c160a-1404-42dd-8379-001a0bb2375b
547;548;ch.meteoschweiz.messwerte-pollen-esche-1h (Pollen Esche, 1 h);ch.meteoschweiz.messwerte-pollen-esche-1h;7ad27023-2cfd-4103-b68b-a57288837557
548;549;ch.meteoschweiz.messwerte-pollen-graeser-1h (Pollen Gräser, 1 h);ch.meteoschweiz.messwerte-pollen-graeser-1h;fed6787d-8e1c-4d06-a18d-1287e7302b40
549;550;ch.meteoschweiz.messwerte-pollen-hasel-1h (Pollen Hasel, 1 h);ch.meteoschweiz.messwerte-pollen-hasel-1h;1b800419-21ff-4504-b54c-edab706d201c
550;551;ch.meteoschweiz.messwerte-sonnenscheindauer-10min (Sonnenscheindauer, 10 min);ch.meteoschweiz.messwerte-sonnenscheindauer-10min;04611009-c323-4ece-a9fc-f6ce8fc62c60
551;552;ch.meteoschweiz.messwerte-sonnenscheindauer-kumuliert-10min (Sonnenscheindauer heute);ch.meteoschweiz.messwerte-sonnenscheindauer-kumuliert-10min;351b2fa0-060b-4ca4-a10b-d49c69eb0091
552;553;ch.meteoschweiz.messwerte-sonnenscheindauer-relativ-1d (Sonnenscheindauer gestern);ch.meteoschweiz.messwerte-sonnenscheindauer-relativ-1d;dc6dcd27-aafb-4912-9db5-9803b8a92506
553;554;ch.meteoschweiz.messwerte-taupunkt-10min (Taupunkt, 10 min);ch.meteoschweiz.messwerte-taupunkt-10min;5d6f8794-bf59-458e-a16c-aeb98df5d6c8
554;555;ch.meteoschweiz.messwerte-wind-boeenspitze-kmh-10min (Windböe 1 s, Max. 10 min);ch.meteoschweiz.messwerte-wind-boeenspitze-kmh-10min;0b2cff5d-65c3-4e7a-8e1f-355c2b608948
555;556;ch.meteoschweiz.messwerte-wind-boeenspitze-kmh-6h (Windböe 1 s, Max. 6 h);ch.meteoschweiz.messwerte-wind-boeenspitze-kmh-6h;fa6441c1-34bf-4f7a-a3be-be3e06f37061
556;557;ch.meteoschweiz.messwerte-windgeschwindigkeit-kmh-10min (Windgeschwindigkeit, 10 min);ch.meteoschweiz.messwerte-windgeschwindigkeit-kmh-10min;ec9e5d28-f102-418a-a8b9-1e6db53a4826
557;558;ch.nagra.aeromagnetische-karte_1100 (Aeromagnetik Aargau 1100 m 100);ch.nagra.aeromagnetische-karte_1100;2ffdbb13-27dc-4380-8349-8debfeca4fd9
558;559;ch.nagra.aeromagnetische-karte_1500 (Aeromagnetik Aargau 1500 m 100);ch.nagra.aeromagnetische-karte_1500;b814401b-9eb2-4e6c-b4a9-f24df7b8bba6
559;560;ch.pronatura.naturschutzgebiete (Pro Natura Naturschutzgebiete);ch.pronatura.naturschutzgebiete;db4b251f-d431-457d-9ed6-4abf59d2a54a
560;561;ch.pronatura.waldreservate (Pro Natura Waldreservate);ch.pronatura.waldreservate;8a69330f-c6db-4c56-bedc-d244542ad86c
561;562;ch.sem.sachplan-asyl_kraft (SP Asyl);ch.sem.sachplan-asyl_kraft;23a9027d-37a1-4ba4-b529-54c658540914
562;563;ch.swisstopo-vd.amtliche-vermessung (OpenData-AV);ch.swisstopo-vd.amtliche-vermessung;a3c0f7fb-1be0-4385-9c54-33b65ae3e1ae
563;564;ch.swisstopo-vd.geometa-gemeinde (Gemeindeinformationen);ch.swisstopo-vd.geometa-gemeinde;9114e8ee-f90c-4c05-af2e-0fe999f833bb
564;565;ch.swisstopo-vd.geometa-grundbuch (Grundbuchinformationen);ch.swisstopo-vd.geometa-grundbuch;dad4a841-708b-4a99-94bc-743bb28e0ab0
565;566;ch.swisstopo-vd.geometa-nfgeom (Nachführungsgeometer/in);ch.swisstopo-vd.geometa-nfgeom;601959f6-8345-429e-884c-8f0d37c414da
566;567;ch.swisstopo-vd.geometa-periodische_nachfuehrung (Periodische Nachführung);ch.swisstopo-vd.geometa-periodische_nachfuehrung;67e2ea0a-868f-445e-848a-c33eb1528ec5
567;568;ch.swisstopo-vd.geometa-standav (Stand der amtlichen Vermessung);ch.swisstopo-vd.geometa-standav;1a848168-d629-4422-8097-c94a63164845
568;569;ch.swisstopo-vd.ortschaftenverzeichnis_plz (PLZ und Ortschaften);ch.swisstopo-vd.ortschaftenverzeichnis_plz;972cd117-f1ed-4818-be14-233d89ab9fdf
569;570;ch.swisstopo-vd.spannungsarme-gebiete (Spannungsarme Gebiete);ch.swisstopo-vd.spannungsarme-gebiete;c8b1a15e-b4db-49b0-ad3a-5b113c072fca
570;571;ch.swisstopo-vd.stand-oerebkataster (Verfügbarkeit des ÖREB-Katasters);ch.swisstopo-vd.stand-oerebkataster;fb60594e-2b16-45af-9bc0-b444035070f5
571;572;ch.swisstopo.amtliches-gebaeudeadressverzeichnis (Amtliches Gebäudeadressverzeichnis);ch.swisstopo.amtliches-gebaeudeadressverzeichnis;150c38c5-2650-4018-b5c7-939e2cdd56ce
572;573;ch.swisstopo.amtliches-strassenverzeichnis (Amtliches Strassenverzeichnis);ch.swisstopo.amtliches-strassenverzeichnis;caf39a72-92be-4bd1-a976-4eaaeb770a44
573;574;ch.swisstopo.dreiecksvermaschung (LV95 Dreiecksvermaschung);ch.swisstopo.dreiecksvermaschung;fb7fe701-04b1-4a0c-ba3a-90dbc5bd23d3
574;575;ch.swisstopo.fixpunkte-agnes (AGNES);ch.swisstopo.fixpunkte-agnes;d2152a5b-3c64-4a4a-abf5-0ae342f2f108
575;576;ch.swisstopo.fixpunkte-hfp1 (Höhenfixpunkte HFP1);ch.swisstopo.fixpunkte-hfp1;1ca6ef94-7204-424c-b2a6-d73158305df6
576;577;ch.swisstopo.fixpunkte-hfp2 (Höhenfixpunkte HFP2);ch.swisstopo.fixpunkte-hfp2;06044c35-4164-41c6-a4df-297749c03227
577;578;ch.swisstopo.fixpunkte-lfp1 (Lagefixpunkte LFP1);ch.swisstopo.fixpunkte-lfp1;7a49183b-9766-40dd-936c-fb09fdded185
578;579;ch.swisstopo.fixpunkte-lfp2 (Lagefixpunkte LFP2);ch.swisstopo.fixpunkte-lfp2;12ee04c7-b38d-4809-b417-ce304df6c7cc
579;580;ch.swisstopo.geoidmodell-ch1903 (Geoidmodell in CH1903);ch.swisstopo.geoidmodell-ch1903;2b20aece-5cb1-41f1-a618-7c6e1ff6a81b
580;581;ch.swisstopo.geoidmodell-etrs89 (Geoidmodell in ETRS89);ch.swisstopo.geoidmodell-etrs89;8454f7d9-e3f2-4cc7-be6d-a82196660ccd
581;582;ch.swisstopo.geologie-bodenunruhe (Anthrop. Bodenunruhe CH);ch.swisstopo.geologie-bodenunruhe;4dba9c57-2e2b-4b69-844b-bd2001fa53a8
582;583;ch.swisstopo.geologie-bohrungen_tiefer_500 (Bohrungen > 500 m);ch.swisstopo.geologie-bohrungen_tiefer_500;a61d9f7a-00cd-4448-a36d-b81423f1f566
583;584;ch.swisstopo.geologie-dosisleistung-terrestrisch (Terrestrische Strahlung);ch.swisstopo.geologie-dosisleistung-terrestrisch;eccbc751-9928-4221-89e1-1184cbb3aff5
584;585;ch.swisstopo.geologie-eiszeit-lgm (Letzteiszeitl. Max. (Vektor) 500);ch.swisstopo.geologie-eiszeit-lgm;75c2f212-413c-4d55-8a93-c021c8bbfc95
585;586;ch.swisstopo.geologie-eiszeit-lgm-raster (Letzteiszeitl. Max. (Karte) 500);ch.swisstopo.geologie-eiszeit-lgm-raster;f1455593-7571-48b0-8603-307ec59a6702
586;587;ch.swisstopo.geologie-eiszeit-lgm-raster_papier.metadata (Einteilung Letzteiszeitlisches Max. 500 Papier);ch.swisstopo.geologie-eiszeit-lgm-raster_papier.metadata;388210bc-331b-49c1-8146-3fda75a678cf
587;588;ch.swisstopo.geologie-felslabore (Felslabore);ch.swisstopo.geologie-felslabore;f995a522-62cb-4316-a762-f6a319985ed7
588;589;ch.swisstopo.geologie-felsoberflaeche_hoehenmodell (Höhenmodell der Felsoberfläche);ch.swisstopo.geologie-felsoberflaeche_hoehenmodell;133b54a9-60d1-481c-85e8-e1a222d6ac3f
589;590;ch.swisstopo.geologie-generalkarte-ggk200 (Geol. Generalkarte 200);ch.swisstopo.geologie-generalkarte-ggk200;f6416e51-bf55-445a-946e-3eee2134d131
590;591;ch.swisstopo.geologie-generalkarte-ggk200.metadata (Einteilung Geologische Generalkarte 200 Raster);ch.swisstopo.geologie-generalkarte-ggk200.metadata;c17ba742-9a43-4ed2-9331-e776d6e9065d
591;592;ch.swisstopo.geologie-geocover.metadata (Einteilung GeoCover);ch.swisstopo.geologie-geocover.metadata;f7485f4f-2224-4b76-a43c-52cbf8883a42
592;593;ch.swisstopo.geologie-geodaesie-bouguer_anomalien (Bouguer-Anomalien 500);ch.swisstopo.geologie-geodaesie-bouguer_anomalien;618c9697-129f-47c7-830a-7a256b4c2499
593;594;ch.swisstopo.geologie-geodaesie-bouguer_anomalien_papier.metadata (Einteilung Bouguer-Anomalien 500 Papier);ch.swisstopo.geologie-geodaesie-bouguer_anomalien_papier.metadata;cff2a951-b5ec-4a51-a0f2-f89dd90e5782
594;595;ch.swisstopo.geologie-geodaesie-isostatische_anomalien (Isostatische Anomalien 500);ch.swisstopo.geologie-geodaesie-isostatische_anomalien;7234896a-842c-4524-8710-5d900953cb1d
595;596;ch.swisstopo.geologie-geoevents_anfrage (GeoEvents auf Anfrage);ch.swisstopo.geologie-geoevents_anfrage;6f4fc3a9-8dc0-4cc2-b176-f804e5157dab
596;597;ch.swisstopo.geologie-geoevents_demnaechst (GeoEvents demnächst);ch.swisstopo.geologie-geoevents_demnaechst;64508bcc-8a66-4d90-bb9a-bc83c931b0c6
597;598;ch.swisstopo.geologie-geologische_3dmodelle (Geologische 3D-Modelle);ch.swisstopo.geologie-geologische_3dmodelle;11836d3b-181e-4078-b83f-f55fc44b5776
598;599;ch.swisstopo.geologie-geologische_karte (Geologie 500);ch.swisstopo.geologie-geologische_karte;ca917a71-dcc9-44b6-8804-823c694be516
599;600;ch.swisstopo.geologie-geologische_karte_papier.metadata (Einteilung Geologische Karte 500 Papier);ch.swisstopo.geologie-geologische_karte_papier.metadata;c8e951b2-35d1-4382-9c41-d7c55d846960
600;601;ch.swisstopo.geologie-geologischer_atlas.metadata (Einteilung Geologischer Atlas 25 Raster);ch.swisstopo.geologie-geologischer_atlas.metadata;a891e1e7-7f85-4c92-94d9-7120edf91a9c
601;602;ch.swisstopo.geologie-geologischer_atlas_papier.metadata (Einteilung Geologischer Atlas 25 Papier);ch.swisstopo.geologie-geologischer_atlas_papier.metadata;0d2e9e88-6151-4a3f-a1c8-85894c718f73
602;603;ch.swisstopo.geologie-geomol-temperaturmodell_eingangsdaten (Temperaturmodell - Daten);ch.swisstopo.geologie-geomol-temperaturmodell_eingangsdaten;63ed59b1-d9fb-4c6e-a629-550c8f6b9bf2
603;604;ch.swisstopo.geologie-geomol-temperaturverteilung_1000 (Temperaturen 1000 m Tiefe);ch.swisstopo.geologie-geomol-temperaturverteilung_1000;5e32ea72-a356-4250-b40a-a441165fd936
604;605;ch.swisstopo.geologie-geomol-temperaturverteilung_1500 (Temperaturen 1500 m Tiefe);ch.swisstopo.geologie-geomol-temperaturverteilung_1500;162989d7-5c1c-48fb-8d16-2ccf5be339b9
605;606;ch.swisstopo.geologie-geomol-temperaturverteilung_2000 (Temperaturen 2000 m Tiefe);ch.swisstopo.geologie-geomol-temperaturverteilung_2000;ac604460-7a7a-44c5-bc5a-41062fbd21ff
606;607;ch.swisstopo.geologie-geomol-temperaturverteilung_3000 (Temperaturen 3000 m Tiefe);ch.swisstopo.geologie-geomol-temperaturverteilung_3000;47f79661-212e-4297-b048-2606db7affa8
607;608;ch.swisstopo.geologie-geomol-temperaturverteilung_4000 (Temperaturen 4000 m Tiefe);ch.swisstopo.geologie-geomol-temperaturverteilung_4000;739e9095-77f6-462d-9a1e-438898cf0c9c
608;609;ch.swisstopo.geologie-geomol-temperaturverteilung_500 (Temperaturen 500 m Tiefe);ch.swisstopo.geologie-geomol-temperaturverteilung_500;08e66941-4ebb-4017-8018-b39caa8fd107
609;610;ch.swisstopo.geologie-geomorphologie (Übersicht Geomorphologie);ch.swisstopo.geologie-geomorphologie;1bf16162-a44c-4970-9da1-044383bacff8
610;611;ch.swisstopo.geologie-geophysik-aeromagnetische_karte_jura (Aeromagnetik Mittelland/Jura 500);ch.swisstopo.geologie-geophysik-aeromagnetische_karte_jura;f952b9be-9a11-478c-a21c-9d5e8631c7c2
611;612;ch.swisstopo.geologie-geophysik-aeromagnetische_karte_schweiz (Aeromagnetik 500);ch.swisstopo.geologie-geophysik-aeromagnetische_karte_schweiz;4cc706a2-0005-4cc6-8326-7b944a1d5b05
612;613;ch.swisstopo.geologie-geophysik-deklination (Deklination 500);ch.swisstopo.geologie-geophysik-deklination;8f38b25f-f984-450a-ae48-02290e82136c
613;614;ch.swisstopo.geologie-geophysik-geothermie (Wärmestromdichte 500);ch.swisstopo.geologie-geophysik-geothermie;2d8174b2-8c4a-44ea-b470-cb3f216b90d1
614;615;ch.swisstopo.geologie-geophysik-inklination (Inklination 500);ch.swisstopo.geologie-geophysik-inklination;639c0536-bfea-44d3-b088-ed7b6b43cde9
615;616;ch.swisstopo.geologie-geophysik-totalintensitaet (Magnetfeldstärke 500);ch.swisstopo.geologie-geophysik-totalintensitaet;132d9ff6-92de-4c02-87a7-72df26bcb33e
616;617;ch.swisstopo.geologie-geosites (Geosites);ch.swisstopo.geologie-geosites;af46b0e7-25b4-49ca-a357-c0ab6e794dd6
617;618;ch.swisstopo.geologie-geotechnik-gk200 (Geotechnische Karte 200);ch.swisstopo.geologie-geotechnik-gk200;6dd16d72-047b-4489-91dc-b36eeabf972e
618;619;ch.swisstopo.geologie-geotechnik-gk500-genese (Entstehung der Gesteine 500);ch.swisstopo.geologie-geotechnik-gk500-genese;65652bdd-76e3-4df2-9329-140a04a2a66c
619;620;ch.swisstopo.geologie-geotechnik-gk500-gesteinsklassierung (Gesteinsklassen 500);ch.swisstopo.geologie-geotechnik-gk500-gesteinsklassierung;f2c81b93-f0c5-4899-83a9-974ce36c48e6
